onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch
8.9063;0.3711;4;1;4;4;1;0.468749720771;"""4/4""";60
9.8438;0.3125;4;3;5;2;1;0.468749720771;"""4/4""";55
10.1563;0.0977;4;3;5;2;3;0.468749720771;"""4/4""";53
10.3125;0.332;4;1;5;3;1;0.468749720771;"""4/4""";55
11.0938;0.4688;4;3;5;4;3;0.468749720771;"""4/4""";48
11.5625;0.1367;4;3;6;1;3;0.468749720771;"""4/4""";46
11.7188;0.3125;4;1;6;2;1;0.468749720771;"""4/4""";48
12.5;0.4688;4;3;6;3;3;0.468749720771;"""4/4""";48
12.9688;0.1563;4;3;6;4;3;0.468749720771;"""4/4""";46
13.125;0.2539;4;3;7;1;1;0.468749720771;"""4/4""";48
13.4375;1.0352;4;3;7;1;3;0.468749720771;"""4/4""";55
14.5313;0.3906;4;1;7;4;1;0.468749720771;"""4/4""";48
15.3125;0.4492;4;3;8;1;3;0.468749720771;"""4/4""";48
15.7813;0.0977;4;3;8;2;3;0.468749720771;"""4/4""";46
15.9375;0.4102;4;1;8;3;1;0.468749720771;"""4/4""";48
16.4063;0.2148;4;1;8;4;1;0.468749720771;"""4/4""";51
16.875;0.3125;4;3;9;1;1;0.468749720771;"""4/4""";60
17.1875;1.9336;4;3;9;1;3;0.468749720771;"""4/4""";55
20.1563;0.5273;4;1;10;4;1;0.468749720771;"""4/4""";62
20.9375;0.4688;4;3;11;1;3;0.468749720771;"""4/4""";57
21.4063;0.1172;4;3;11;2;3;0.468749720771;"""4/4""";55
21.5625;0.4102;4;1;11;3;1;0.468749720771;"""4/4""";57
22.3438;0.4688;4;3;11;4;3;0.468749720771;"""4/4""";50
22.8125;0.0977;4;3;12;1;3;0.468749720771;"""4/4""";48
22.9688;0.3711;4;1;12;2;1;0.468749720771;"""4/4""";50
23.75;0.4492;4;3;12;3;3;0.468749720771;"""4/4""";50
24.2188;0.0781;4;3;12;4;3;0.468749720771;"""4/4""";48
24.375;0.2539;4;3;13;1;1;0.468749720771;"""4/4""";50
24.6875;1.0742;4;3;13;1;3;0.468749720771;"""4/4""";57
25.7813;0.4297;4;1;13;4;1;0.468749720771;"""4/4""";50
26.5625;0.4688;4;3;14;1;3;0.468749720771;"""4/4""";50
27.0313;0.0977;4;3;14;2;3;0.468749720771;"""4/4""";48
27.1875;0.4688;4;1;14;3;1;0.468749720771;"""4/4""";50
27.6563;0.4492;4;1;14;4;1;0.468749720771;"""4/4""";53
28.125;0.4688;4;1;15;1;1;0.468749720771;"""4/4""";62
28.5938;0.1563;4;3;15;2;1;0.468749720771;"""4/4""";57
28.75;0.1172;4;3;15;2;2;0.468749720771;"""4/4""";58
28.9063;2.0313;4;3;15;2;3;0.468749720771;"""4/4""";57
30.9375;0.4688;4;1;16;3;1;0.468749720771;"""4/4""";55
31.4063;0.7813;4;1;16;4;1;0.468749720771;"""4/4""";60
32.1875;0.4492;4;3;17;1;3;0.468749720771;"""4/4""";62
32.6563;0.0977;4;3;17;2;3;0.468749720771;"""4/4""";60
32.8125;0.1563;4;3;17;3;1;0.468749720771;"""4/4""";62
33.125;1.0938;4;3;17;3;3;0.468749720771;"""4/4""";62
34.2188;0.4492;4;1;18;2;1;0.468749720771;"""4/4""";60
34.6875;0.4688;4;1;18;3;1;0.468749720771;"""4/4""";58
35.1563;0.2539;4;1;18;4;1;0.468749720771;"""4/4""";60
35.625;0.1563;4;3;19;1;1;0.468749720771;"""4/4""";62
35.7813;0.1172;4;3;19;1;2;0.468749720771;"""4/4""";63
35.9375;1.0938;4;3;19;1;3;0.468749720771;"""4/4""";62
37.0313;0.7617;4;1;19;4;1;0.468749720771;"""4/4""";62
37.8125;0.4492;4;3;20;1;3;0.468749720771;"""4/4""";60
38.2813;0.0977;4;3;20;2;3;0.468749720771;"""4/4""";62
38.4375;0.7813;4;1;20;3;1;0.468749720771;"""4/4""";65
39.2188;0.0977;4;3;20;4;3;0.468749720771;"""4/4""";63
39.375;0.3125;4;3;21;1;1;0.468749720771;"""4/4""";62
39.6875;0.0977;4;3;21;1;3;0.468749720771;"""4/4""";60
39.8438;0.7422;4;1;21;2;1;0.468749720771;"""4/4""";62
40.625;0.0781;4;3;21;3;3;0.468749720771;"""4/4""";60
40.7813;0.3125;4;3;21;4;1;0.468749720771;"""4/4""";62
41.0938;0.0977;4;3;21;4;3;0.468749720771;"""4/4""";63
41.25;0.918;4;1;22;1;1;0.468749720771;"""4/4""";62
42.1875;0.4688;4;1;22;3;1;0.468749720771;"""4/4""";57
42.6563;0.918;4;1;22;4;1;0.468749720771;"""4/4""";60
43.5938;0.4688;4;1;23;2;1;0.468749720771;"""4/4""";58
44.0625;1.7188;4;1;23;3;1;0.468749720771;"""4/4""";60
45.7813;0.1172;4;3;24;2;3;0.468749720771;"""4/4""";61
45.9375;0.6445;4;1;24;3;1;0.468749720771;"""4/4""";60
46.875;0.3711;4;1;25;1;1;0.468749720771;"""4/4""";60
47.8125;0.3125;4;3;25;3;1;0.468749720771;"""4/4""";55
48.125;0.0977;4;3;25;3;3;0.468749720771;"""4/4""";53
48.2813;0.332;4;1;25;4;1;0.468749720771;"""4/4""";55
49.0625;0.4688;4;3;26;1;3;0.468749720771;"""4/4""";48
49.5313;0.1367;4;3;26;2;3;0.468749720771;"""4/4""";46
49.6875;0.3125;4;1;26;3;1;0.468749720771;"""4/4""";48
50.4688;0.4688;4;3;26;4;3;0.468749720771;"""4/4""";48
50.9375;0.1563;4;3;27;1;3;0.468749720771;"""4/4""";46
51.0938;0.2539;4;3;27;2;1;0.468749720771;"""4/4""";48
51.4063;1.0352;4;3;27;2;3;0.468749720771;"""4/4""";55
52.5;0.3906;4;1;28;1;1;0.468749720771;"""4/4""";48
53.2813;0.4492;4;3;28;2;3;0.468749720771;"""4/4""";48
53.75;0.0977;4;3;28;3;3;0.468749720771;"""4/4""";46
53.9063;0.4102;4;1;28;4;1;0.468749720771;"""4/4""";48
54.375;0.2148;4;1;29;1;1;0.468749720771;"""4/4""";51
54.8438;0.3125;4;3;29;2;1;0.468749720771;"""4/4""";60
55.1563;1.9336;4;3;29;2;3;0.468749720771;"""4/4""";55
58.125;0.5273;4;1;31;1;1;0.468749720771;"""4/4""";62
58.9063;0.4688;4;3;31;2;3;0.468749720771;"""4/4""";57
59.375;0.1172;4;3;31;3;3;0.468749720771;"""4/4""";55
59.5313;0.4102;4;1;31;4;1;0.468749720771;"""4/4""";57
60.3125;0.4688;4;3;32;1;3;0.468749720771;"""4/4""";50
60.7813;0.0977;4;3;32;2;3;0.468749720771;"""4/4""";48
60.9375;0.3711;4;1;32;3;1;0.468749720771;"""4/4""";50
61.7188;0.4492;4;3;32;4;3;0.468749720771;"""4/4""";50
62.1875;0.0781;4;3;33;1;3;0.468749720771;"""4/4""";48
62.3438;0.2539;4;3;33;2;1;0.468749720771;"""4/4""";50
62.6563;1.0742;4;3;33;2;3;0.468749720771;"""4/4""";57
63.75;0.4297;4;1;34;1;1;0.468749720771;"""4/4""";50
64.5313;0.4688;4;3;34;2;3;0.468749720771;"""4/4""";50
65.0;0.0977;4;3;34;3;3;0.468749720771;"""4/4""";48
65.1563;0.4688;4;1;34;4;1;0.468749720771;"""4/4""";50
65.625;0.4492;4;1;35;1;1;0.468749720771;"""4/4""";53
66.0938;0.4688;4;1;35;2;1;0.468749720771;"""4/4""";62
66.5625;0.1563;4;3;35;3;1;0.468749720771;"""4/4""";57
66.7188;0.1172;4;3;35;3;2;0.468749720771;"""4/4""";58
66.875;2.0313;4;3;35;3;3;0.468749720771;"""4/4""";57
68.9063;0.4688;4;1;36;4;1;0.468749720771;"""4/4""";55
69.375;0.7813;4;1;37;1;1;0.468749720771;"""4/4""";60
70.1563;0.4492;4;3;37;2;3;0.468749720771;"""4/4""";62
70.625;0.0977;4;3;37;3;3;0.468749720771;"""4/4""";60
70.7813;0.1563;4;3;37;4;1;0.468749720771;"""4/4""";62
71.0938;1.0938;4;3;37;4;3;0.468749720771;"""4/4""";62
72.1875;0.4492;4;1;38;3;1;0.468749720771;"""4/4""";60
72.6563;0.4688;4;1;38;4;1;0.468749720771;"""4/4""";58
73.125;0.2539;4;1;39;1;1;0.468749720771;"""4/4""";60
73.5938;0.1563;4;3;39;2;1;0.468749720771;"""4/4""";62
73.75;0.1172;4;3;39;2;2;0.468749720771;"""4/4""";63
73.9063;1.0938;4;3;39;2;3;0.468749720771;"""4/4""";62
75.0;0.7617;4;1;40;1;1;0.468749720771;"""4/4""";62
75.7813;0.4492;4;3;40;2;3;0.468749720771;"""4/4""";60
76.25;0.0977;4;3;40;3;3;0.468749720771;"""4/4""";62
76.4063;0.7813;4;1;40;4;1;0.468749720771;"""4/4""";65
77.1875;0.0977;4;3;41;1;3;0.468749720771;"""4/4""";63
77.3438;0.3125;4;3;41;2;1;0.468749720771;"""4/4""";62
77.6563;0.0977;4;3;41;2;3;0.468749720771;"""4/4""";60
77.8125;0.7422;4;1;41;3;1;0.468749720771;"""4/4""";62
78.5938;0.0781;4;3;41;4;3;0.468749720771;"""4/4""";60
78.75;0.3125;4;3;42;1;1;0.468749720771;"""4/4""";62
79.0625;0.0977;4;3;42;1;3;0.468749720771;"""4/4""";63
79.2188;0.918;4;1;42;2;1;0.468749720771;"""4/4""";62
80.1563;0.4688;4;1;42;4;1;0.468749720771;"""4/4""";57
80.625;0.918;4;1;43;1;1;0.468749720771;"""4/4""";60
81.5625;0.4688;4;1;43;3;1;0.468749720771;"""4/4""";58
82.0313;1.7188;4;1;43;4;1;0.468749720771;"""4/4""";60
83.75;0.1172;4;3;44;3;3;0.468749720771;"""4/4""";61
83.9063;0.6445;4;1;44;4;1;0.468749720771;"""4/4""";60
84.8438;0.3906;4;1;45;2;1;0.468749720771;"""4/4""";60
85.625;0.4492;4;3;45;3;3;0.468749720771;"""4/4""";55
86.0938;0.0781;4;3;45;4;3;0.468749720771;"""4/4""";53
86.25;0.4102;4;1;46;1;1;0.468749720771;"""4/4""";55
87.0313;0.4102;4;3;46;2;3;0.468749720771;"""4/4""";48
87.5;0.1367;4;3;46;3;3;0.468749720771;"""4/4""";46
87.6563;0.3906;4;1;46;4;1;0.468749720771;"""4/4""";48
88.4375;0.4297;4;3;47;1;3;0.468749720771;"""4/4""";48
88.9063;0.1367;4;3;47;2;3;0.468749720771;"""4/4""";46
89.0625;0.4492;4;1;47;3;1;0.468749720771;"""4/4""";48
89.5313;0.5078;4;1;47;4;1;0.468749720771;"""4/4""";55
90.4688;0.4688;4;1;48;2;1;0.468749720771;"""4/4""";48
91.4063;0.2539;4;3;48;4;1;0.468749720771;"""4/4""";48
91.7188;0.1172;4;3;48;4;3;0.468749720771;"""4/4""";46
91.875;0.4297;4;1;49;1;1;0.468749720771;"""4/4""";48
92.3438;0.3125;4;1;49;2;1;0.468749720771;"""4/4""";55
93.2813;0.3906;4;1;49;4;1;0.468749720771;"""4/4""";48
94.0625;0.4688;4;3;50;1;3;0.468749720771;"""4/4""";48
94.5313;0.1172;4;3;50;2;3;0.468749720771;"""4/4""";46
94.6875;0.4492;4;1;50;3;1;0.468749720771;"""4/4""";48
95.1563;0.1953;4;1;50;4;1;0.468749720771;"""4/4""";51
95.625;0.4102;4;1;51;1;1;0.468749720771;"""4/4""";55
96.0938;0.3125;4;1;51;2;1;0.468749720771;"""4/4""";60
96.875;0.4688;4;3;51;3;3;0.468749720771;"""4/4""";55
97.3438;0.0977;4;3;51;4;3;0.468749720771;"""4/4""";53
97.5;0.3906;4;1;52;1;1;0.468749720771;"""4/4""";55
98.2813;0.4492;4;3;52;2;3;0.468749720771;"""4/4""";48
98.75;0.1563;4;3;52;3;3;0.468749720771;"""4/4""";46
98.9063;0.332;4;1;52;4;1;0.468749720771;"""4/4""";48
99.6875;0.4492;4;3;53;1;3;0.468749720771;"""4/4""";48
100.1563;0.1367;4;3;53;2;3;0.468749720771;"""4/4""";46
100.3125;0.4297;4;1;53;3;1;0.468749720771;"""4/4""";48
100.7813;0.4297;4;1;53;4;1;0.468749720771;"""4/4""";55
101.7188;0.3906;4;1;54;2;1;0.468749720771;"""4/4""";48
102.5;0.3906;4;3;54;3;3;0.468749720771;"""4/4""";48
102.9688;0.1367;4;3;54;4;3;0.468749720771;"""4/4""";46
103.125;0.4688;4;1;55;1;1;0.468749720771;"""4/4""";48
103.5938;0.3516;4;1;55;2;1;0.468749720771;"""4/4""";55
104.375;0.1563;4;3;55;3;3;0.468749720771;"""4/4""";48
104.5313;2.6563;4;1;55;4;1;0.468749720771;"""4/4""";51
145.3125;0.3711;4;1;77;3;1;0.468749720771;"""4/4""";60
146.25;0.3125;4;3;78;1;1;0.468749720771;"""4/4""";55
146.5625;0.0977;4;3;78;1;3;0.468749720771;"""4/4""";53
146.7188;0.332;4;1;78;2;1;0.468749720771;"""4/4""";55
147.5;0.4688;4;3;78;3;3;0.468749720771;"""4/4""";48
147.9688;0.1367;4;3;78;4;3;0.468749720771;"""4/4""";46
148.125;0.3125;4;1;79;1;1;0.468749720771;"""4/4""";48
148.9063;0.4688;4;3;79;2;3;0.468749720771;"""4/4""";48
149.375;0.1563;4;3;79;3;3;0.468749720771;"""4/4""";46
149.5313;0.2539;4;3;79;4;1;0.468749720771;"""4/4""";48
149.8438;1.0352;4;3;79;4;3;0.468749720771;"""4/4""";55
150.9375;0.3906;4;1;80;3;1;0.468749720771;"""4/4""";48
151.7188;0.4492;4;3;80;4;3;0.468749720771;"""4/4""";48
