onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch
10.5495;0.1374;4;2;5;1;1;0.659341674208;"""4/4""";64
10.8791;0.1648;4;2;5;1;2;0.659341674208;"""4/4""";64
11.2088;0.1374;4;2;5;2;1;0.659341674208;"""4/4""";64
11.5385;0.1374;4;2;5;2;2;0.659341674208;"""4/4""";64
11.8681;0.3297;4;2;5;3;1;0.659341674208;"""4/4""";64
12.1978;0.1648;4;2;5;3;2;0.659341674208;"""4/4""";62
12.5275;0.3297;4;2;5;4;1;0.659341674208;"""4/4""";60
12.8571;0.3297;4;2;5;4;2;0.659341674208;"""4/4""";62
13.1868;0.3022;4;1;6;1;1;0.659341674208;"""4/4""";64
14.1758;0.1374;4;2;6;2;2;0.659341674208;"""4/4""";60
14.5055;0.3297;4;2;6;3;1;0.659341674208;"""4/4""";62
14.8352;0.3297;4;2;6;3;2;0.659341674208;"""4/4""";60
15.1648;0.3297;4;2;6;4;1;0.659341674208;"""4/4""";62
15.4945;0.3846;4;2;6;4;2;0.659341674208;"""4/4""";60
17.1429;0.3297;4;2;7;3;1;0.659341674208;"""4/4""";59
17.4725;0.3022;4;2;7;3;2;0.659341674208;"""4/4""";60
17.8022;0.3297;4;2;7;4;1;0.659341674208;"""4/4""";59
18.1319;0.6319;4;2;7;4;2;0.659341674208;"""4/4""";57
19.7802;0.0824;4;2;8;3;1;0.659341674208;"""4/4""";69
20.1099;0.6319;4;2;8;3;2;0.659341674208;"""4/4""";69
20.7692;0.8242;4;2;8;4;2;0.659341674208;"""4/4""";67
21.5934;0.1374;4;4;9;1;4;0.659341674208;"""4/4""";65
21.7583;0.6593;4;1;9;2;1;0.659341674208;"""4/4""";62
25.055;0.3297;4;2;10;3;1;0.659341674208;"""4/4""";69
25.3846;0.2747;4;2;10;3;2;0.659341674208;"""4/4""";70
25.7143;0.2473;4;2;10;4;1;0.659341674208;"""4/4""";69
26.044;0.8242;4;2;10;4;2;0.659341674208;"""4/4""";67
26.8681;0.1099;4;4;11;1;4;0.659341674208;"""4/4""";65
27.033;0.7967;4;1;11;2;1;0.659341674208;"""4/4""";62
29.011;0.1099;4;2;12;1;1;0.659341674208;"""4/4""";74
29.3407;0.6319;4;2;12;1;2;0.659341674208;"""4/4""";74
30.0;1.0989;4;2;12;2;2;0.659341674208;"""4/4""";72
31.3187;0.3022;4;2;12;4;2;0.659341674208;"""4/4""";60
31.6484;0.3297;4;2;13;1;1;0.659341674208;"""4/4""";65
31.978;0.1648;4;2;13;1;2;0.659341674208;"""4/4""";67
32.3077;0.1099;4;2;13;2;1;0.659341674208;"""4/4""";69
32.6374;0.3022;4;2;13;2;2;0.659341674208;"""4/4""";70
32.9671;0.6593;4;1;13;3;1;0.659341674208;"""4/4""";69
33.6264;0.6593;4;1;13;4;1;0.659341674208;"""4/4""";65
34.2857;0.1099;4;2;14;1;1;0.659341674208;"""4/4""";74
34.6154;0.6319;4;2;14;1;2;0.659341674208;"""4/4""";74
35.2747;1.2912;4;2;14;2;2;0.659341674208;"""4/4""";72
36.5934;0.2473;4;2;14;4;2;0.659341674208;"""4/4""";65
36.9231;0.3022;4;2;15;1;1;0.659341674208;"""4/4""";69
37.2528;0.6319;4;2;15;1;2;0.659341674208;"""4/4""";67
37.9121;0.0824;4;2;15;2;2;0.659341674208;"""4/4""";70
38.2418;0.3297;4;2;15;3;1;0.659341674208;"""4/4""";69
38.5714;0.6319;4;2;15;3;2;0.659341674208;"""4/4""";67
39.2308;0.0824;4;2;15;4;2;0.659341674208;"""4/4""";70
39.5605;0.3297;4;2;16;1;1;0.659341674208;"""4/4""";69
39.8901;0.8516;4;2;16;1;2;0.659341674208;"""4/4""";67
40.8791;0.3297;4;2;16;3;1;0.659341674208;"""4/4""";69
41.2088;0.3297;4;2;16;3;2;0.659341674208;"""4/4""";67
41.5385;0.3022;4;2;16;4;1;0.659341674208;"""4/4""";65
41.8682;0.2747;4;2;16;4;2;0.659341674208;"""4/4""";67
42.1978;1.2637;4;1;17;1;1;0.659341674208;"""4/4""";69
46.1539;0.1648;4;2;18;3;1;0.659341674208;"""4/4""";62
46.4835;0.5495;4;2;18;3;2;0.659341674208;"""4/4""";65
47.1429;0.6868;4;2;18;4;2;0.659341674208;"""4/4""";69
48.4616;0.2473;4;2;19;2;2;0.659341674208;"""4/4""";69
50.1099;0.4396;4;1;20;1;1;0.659341674208;"""4/4""";69
51.4286;0.1648;4;2;20;3;1;0.659341674208;"""4/4""";62
51.7583;0.5495;4;2;20;3;2;0.659341674208;"""4/4""";65
52.4176;0.6593;4;2;20;4;2;0.659341674208;"""4/4""";69
53.7363;0.2747;4;2;21;2;2;0.659341674208;"""4/4""";69
55.3846;0.3571;4;1;22;1;1;0.659341674208;"""4/4""";69
56.7033;0.1648;4;2;22;3;1;0.659341674208;"""4/4""";62
57.033;0.5495;4;2;22;3;2;0.659341674208;"""4/4""";65
57.6923;2.5824;4;2;22;4;2;0.659341674208;"""4/4""";69
63.2967;0.1374;4;2;25;1;1;0.659341674208;"""4/4""";64
63.6264;0.1648;4;2;25;1;2;0.659341674208;"""4/4""";64
63.9561;0.1374;4;2;25;2;1;0.659341674208;"""4/4""";64
64.2857;0.1374;4;2;25;2;2;0.659341674208;"""4/4""";64
64.6154;0.3297;4;2;25;3;1;0.659341674208;"""4/4""";64
64.9451;0.1648;4;2;25;3;2;0.659341674208;"""4/4""";62
65.2748;0.3297;4;2;25;4;1;0.659341674208;"""4/4""";60
65.6044;0.3297;4;2;25;4;2;0.659341674208;"""4/4""";62
65.9341;0.3022;4;1;26;1;1;0.659341674208;"""4/4""";64
66.9231;0.1374;4;2;26;2;2;0.659341674208;"""4/4""";60
67.2528;0.3297;4;2;26;3;1;0.659341674208;"""4/4""";62
67.5825;0.3297;4;2;26;3;2;0.659341674208;"""4/4""";60
67.9121;0.3297;4;2;26;4;1;0.659341674208;"""4/4""";62
68.2418;0.3846;4;2;26;4;2;0.659341674208;"""4/4""";60
69.8901;0.3297;4;2;27;3;1;0.659341674208;"""4/4""";59
70.2198;0.3022;4;2;27;3;2;0.659341674208;"""4/4""";60
70.5495;0.3297;4;2;27;4;1;0.659341674208;"""4/4""";59
70.8792;0.6319;4;2;27;4;2;0.659341674208;"""4/4""";57
72.5275;0.0824;4;2;28;3;1;0.659341674208;"""4/4""";69
72.8572;0.6319;4;2;28;3;2;0.659341674208;"""4/4""";69
73.5165;0.8242;4;2;28;4;2;0.659341674208;"""4/4""";67
74.3407;0.1374;4;4;29;1;4;0.659341674208;"""4/4""";65
74.5055;0.6593;4;1;29;2;1;0.659341674208;"""4/4""";62
77.8022;0.3297;4;2;30;3;1;0.659341674208;"""4/4""";69
78.1319;0.2747;4;2;30;3;2;0.659341674208;"""4/4""";70
78.4616;0.2473;4;2;30;4;1;0.659341674208;"""4/4""";69
78.7912;0.8242;4;2;30;4;2;0.659341674208;"""4/4""";67
79.6154;0.1099;4;4;31;1;4;0.659341674208;"""4/4""";65
79.7803;0.7967;4;1;31;2;1;0.659341674208;"""4/4""";62
81.7583;0.1099;4;2;32;1;1;0.659341674208;"""4/4""";74
82.088;0.6319;4;2;32;1;2;0.659341674208;"""4/4""";74
82.7473;1.0989;4;2;32;2;2;0.659341674208;"""4/4""";72
84.066;0.3022;4;2;32;4;2;0.659341674208;"""4/4""";60
84.3956;0.3297;4;2;33;1;1;0.659341674208;"""4/4""";65
84.7253;0.1648;4;2;33;1;2;0.659341674208;"""4/4""";67
85.055;0.1099;4;2;33;2;1;0.659341674208;"""4/4""";69
85.3847;0.3022;4;2;33;2;2;0.659341674208;"""4/4""";70
85.7143;0.6593;4;1;33;3;1;0.659341674208;"""4/4""";69
86.3737;0.6593;4;1;33;4;1;0.659341674208;"""4/4""";65
87.033;0.1099;4;2;34;1;1;0.659341674208;"""4/4""";74
87.3627;0.6319;4;2;34;1;2;0.659341674208;"""4/4""";74
88.022;1.2912;4;2;34;2;2;0.659341674208;"""4/4""";72
89.3407;0.2473;4;2;34;4;2;0.659341674208;"""4/4""";65
89.6704;0.3022;4;2;35;1;1;0.659341674208;"""4/4""";69
90.0;0.6319;4;2;35;1;2;0.659341674208;"""4/4""";67
90.6594;0.0824;4;2;35;2;2;0.659341674208;"""4/4""";70
90.9891;0.3297;4;2;35;3;1;0.659341674208;"""4/4""";69
91.3187;0.6319;4;2;35;3;2;0.659341674208;"""4/4""";67
91.9781;0.0824;4;2;35;4;2;0.659341674208;"""4/4""";70
92.3077;0.3297;4;2;36;1;1;0.659341674208;"""4/4""";69
92.6374;0.8516;4;2;36;1;2;0.659341674208;"""4/4""";67
93.6264;0.3297;4;2;36;3;1;0.659341674208;"""4/4""";69
93.9561;0.3297;4;2;36;3;2;0.659341674208;"""4/4""";67
94.2858;0.3022;4;2;36;4;1;0.659341674208;"""4/4""";65
94.6154;0.2747;4;2;36;4;2;0.659341674208;"""4/4""";67
94.9451;1.2637;4;1;37;1;1;0.659341674208;"""4/4""";69
