onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch
18.6361;0.2841;4;1;11;2;1;0.454540354081;"""4/4""";58
19.0907;0.322;4;1;11;3;1;0.454540354081;"""4/4""";58
19.5452;0.322;4;1;11;4;1;0.454540354081;"""4/4""";58
19.9998;0.303;4;1;12;1;1;0.454540354081;"""4/4""";58
20.4543;0.303;4;1;12;2;1;0.454540354081;"""4/4""";58
20.9088;0.322;4;4;12;3;1;0.454540354081;"""4/4""";57
21.2497;0.0568;4;4;12;3;4;0.454540354081;"""4/4""";55
21.3634;0.4545;4;1;12;4;1;0.454540354081;"""4/4""";57
21.8179;0.303;4;1;13;1;1;0.454540354081;"""4/4""";55
22.2725;0.3598;4;1;13;2;1;0.454540354081;"""4/4""";55
22.727;0.303;4;4;13;3;1;0.454540354081;"""4/4""";53
23.0679;0.1136;4;4;13;3;4;0.454540354081;"""4/4""";55
23.1815;0.2083;4;2;13;4;1;0.454540354081;"""4/4""";53
23.4088;0.0758;4;2;13;4;2;0.454540354081;"""4/4""";50
23.6361;0.6629;4;1;14;1;1;0.454540354081;"""4/4""";53
24.3179;0.0758;4;2;14;2;2;0.454540354081;"""4/4""";50
24.5452;1.0985;4;1;14;3;1;0.454540354081;"""4/4""";50
27.7269;0.303;4;1;16;2;1;0.454540354081;"""4/4""";58
28.1815;0.322;4;1;16;3;1;0.454540354081;"""4/4""";58
28.636;0.2651;4;1;16;4;1;0.454540354081;"""4/4""";58
29.0906;0.322;4;1;17;1;1;0.454540354081;"""4/4""";58
29.5451;0.303;4;1;17;2;1;0.454540354081;"""4/4""";58
29.9996;0.322;4;4;17;3;1;0.454540354081;"""4/4""";57
30.3405;0.0568;4;4;17;3;4;0.454540354081;"""4/4""";55
30.4542;0.4167;4;1;17;4;1;0.454540354081;"""4/4""";57
30.9087;0.303;4;1;18;1;1;0.454540354081;"""4/4""";55
31.3633;0.3598;4;1;18;2;1;0.454540354081;"""4/4""";55
31.8178;0.322;4;4;18;3;1;0.454540354081;"""4/4""";53
32.1587;0.0947;4;4;18;3;4;0.454540354081;"""4/4""";55
32.2723;0.1894;4;2;18;4;1;0.454540354081;"""4/4""";53
32.4996;0.0758;4;2;18;4;2;0.454540354081;"""4/4""";50
32.7269;0.6439;4;1;19;1;1;0.454540354081;"""4/4""";53
33.4087;0.0758;4;2;19;2;2;0.454540354081;"""4/4""";50
33.636;1.2879;4;1;19;3;1;0.454540354081;"""4/4""";50
34.9996;0.303;4;4;20;2;1;0.454540354081;"""4/4""";53
35.3405;0.0568;4;4;20;2;4;0.454540354081;"""4/4""";50
35.4541;0.0947;4;2;20;3;1;0.454540354081;"""4/4""";52
35.6814;0.6818;4;2;20;3;2;0.454540354081;"""4/4""";55
36.3632;1.3447;4;1;21;1;1;0.454540354081;"""4/4""";57
37.7268;0.2273;4;2;21;4;1;0.454540354081;"""4/4""";60
37.9541;1.8939;4;2;21;4;2;0.454540354081;"""4/4""";59
40.4541;0.4167;4;1;23;2;1;0.454540354081;"""4/4""";57
40.9086;0.3788;4;1;23;3;1;0.454540354081;"""4/4""";57
41.3631;0.4167;4;1;23;4;1;0.454540354081;"""4/4""";64
41.8177;0.4545;4;1;24;1;1;0.454540354081;"""4/4""";65
42.2722;0.0947;4;2;24;2;1;0.454540354081;"""4/4""";64
42.4995;0.6629;4;2;24;2;2;0.454540354081;"""4/4""";62
43.1813;0.3977;4;1;24;4;1;0.454540354081;"""4/4""";60
43.6358;0.6818;4;1;25;1;1;0.454540354081;"""4/4""";62
44.3177;0.0758;4;2;25;2;2;0.454540354081;"""4/4""";60
44.5449;2.2727;4;1;25;3;1;0.454540354081;"""4/4""";60
46.8176;0.0947;4;4;26;4;1;0.454540354081;"""4/4""";58
46.9313;0.1136;4;4;26;4;2;0.454540354081;"""4/4""";60
47.0449;0.2273;4;4;26;4;3;0.454540354081;"""4/4""";58
47.2722;1.2879;4;1;27;1;1;0.454540354081;"""4/4""";57
48.6358;0.1136;4;4;27;4;1;0.454540354081;"""4/4""";60
48.7494;0.1136;4;4;27;4;2;0.454540354081;"""4/4""";62
48.8631;0.2273;4;4;27;4;3;0.454540354081;"""4/4""";60
49.0903;1.2689;4;1;28;1;1;0.454540354081;"""4/4""";59
50.6812;0.1705;4;2;28;4;2;0.454540354081;"""4/4""";55
50.9085;0.3788;4;1;29;1;1;0.454540354081;"""4/4""";59
51.363;0.3977;4;1;29;2;1;0.454540354081;"""4/4""";59
51.8176;0.3788;4;1;29;3;1;0.454540354081;"""4/4""";60
52.2721;0.3598;4;1;29;4;1;0.454540354081;"""4/4""";62
53.1812;0.2651;4;4;30;2;1;0.454540354081;"""4/4""";64
53.5221;0.0568;4;4;30;2;4;0.454540354081;"""4/4""";64
53.6357;0.3788;4;1;30;3;1;0.454540354081;"""4/4""";64
