onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch
4.0;0.1667;4;2;3;1;1;0.5;"""4/4""";76
4.25;0.7083;4;2;3;1;2;0.5;"""4/4""";76
5.0;1.0;4;1;3;3;1;0.5;"""4/4""";80
6.0;0.4792;4;1;4;1;1;0.5;"""4/4""";78
6.5;0.5;4;1;4;2;1;0.5;"""4/4""";76
7.0;0.9167;4;1;4;3;1;0.5;"""4/4""";75
8.0;0.125;4;2;5;1;1;0.5;"""4/4""";73
8.25;0.5;4;2;5;1;2;0.5;"""4/4""";73
8.75;0.6458;4;2;5;2;2;0.5;"""4/4""";76
9.5;0.5;4;1;5;4;1;0.5;"""4/4""";76
10.0;0.4792;4;1;6;1;1;0.5;"""4/4""";75
10.5;0.5;4;1;6;2;1;0.5;"""4/4""";73
11.0;0.8542;4;1;6;3;1;0.5;"""4/4""";71
12.0;0.125;4;2;7;1;1;0.5;"""4/4""";69
12.25;0.5;4;2;7;1;2;0.5;"""4/4""";69
12.75;0.6458;4;2;7;2;2;0.5;"""4/4""";73
13.5;0.5;4;1;7;4;1;0.5;"""4/4""";73
14.0;0.4792;4;1;8;1;1;0.5;"""4/4""";71
14.5;0.4792;4;1;8;2;1;0.5;"""4/4""";69
15.0;0.5;4;1;8;3;1;0.5;"""4/4""";68
15.5;0.375;4;1;8;4;1;0.5;"""4/4""";69
16.0;0.7292;4;1;9;1;1;0.5;"""4/4""";69
16.75;0.1667;4;2;9;2;2;0.5;"""4/4""";68
17.0;1.1042;4;1;9;3;1;0.5;"""4/4""";68
20.0;0.1667;4;2;11;1;1;0.5;"""4/4""";76
20.25;0.7083;4;2;11;1;2;0.5;"""4/4""";76
21.0;1.0;4;1;11;3;1;0.5;"""4/4""";80
22.0;0.4792;4;1;12;1;1;0.5;"""4/4""";78
22.5;0.5;4;1;12;2;1;0.5;"""4/4""";76
23.0;0.9167;4;1;12;3;1;0.5;"""4/4""";75
24.0;0.125;4;2;13;1;1;0.5;"""4/4""";73
24.25;0.5;4;2;13;1;2;0.5;"""4/4""";73
24.75;0.6458;4;2;13;2;2;0.5;"""4/4""";76
25.5;0.5;4;1;13;4;1;0.5;"""4/4""";76
26.0;0.4792;4;1;14;1;1;0.5;"""4/4""";75
26.5;0.5;4;1;14;2;1;0.5;"""4/4""";73
27.0;0.8542;4;1;14;3;1;0.5;"""4/4""";71
28.0;0.125;4;2;15;1;1;0.5;"""4/4""";69
28.25;0.5;4;2;15;1;2;0.5;"""4/4""";69
28.75;0.6458;4;2;15;2;2;0.5;"""4/4""";73
29.5;0.5;4;1;15;4;1;0.5;"""4/4""";73
30.0;0.4792;4;1;16;1;1;0.5;"""4/4""";71
30.5;0.4792;4;1;16;2;1;0.5;"""4/4""";69
31.0;0.5;4;1;16;3;1;0.5;"""4/4""";68
31.5;0.375;4;1;16;4;1;0.5;"""4/4""";69
32.0;0.7292;4;1;17;1;1;0.5;"""4/4""";69
32.75;0.1667;4;2;17;2;2;0.5;"""4/4""";68
33.0;1.1042;4;1;17;3;1;0.5;"""4/4""";68
35.0;0.5;4;1;18;3;1;0.5;"""4/4""";68
35.5;0.3333;4;1;18;4;1;0.5;"""4/4""";71
36.0;1.4375;4;1;19;1;1;0.5;"""4/4""";71
37.5;0.5;4;1;19;4;1;0.5;"""4/4""";73
38.0;0.125;4;2;20;1;1;0.5;"""4/4""";64
38.25;0.6875;4;2;20;1;2;0.5;"""4/4""";64
39.0;0.5;4;1;20;3;1;0.5;"""4/4""";68
39.5;0.4167;4;1;20;4;1;0.5;"""4/4""";71
40.0;1.4792;4;1;21;1;1;0.5;"""4/4""";71
41.5;0.5;4;1;21;4;1;0.5;"""4/4""";73
42.0;0.125;4;2;22;1;1;0.5;"""4/4""";64
42.25;0.75;4;2;22;1;2;0.5;"""4/4""";64
43.0;0.5;4;1;22;3;1;0.5;"""4/4""";68
43.5;0.3333;4;1;22;4;1;0.5;"""4/4""";71
44.0;1.6042;4;1;23;1;1;0.5;"""4/4""";71
45.75;0.25;4;2;23;4;2;0.5;"""4/4""";71
46.0;0.5;4;1;24;1;1;0.5;"""4/4""";76
46.5;0.25;4;2;24;2;1;0.5;"""4/4""";75
46.75;0.25;4;2;24;2;2;0.5;"""4/4""";73
47.0;0.6667;4;1;24;3;1;0.5;"""4/4""";71
47.75;0.25;4;2;24;4;2;0.5;"""4/4""";71
48.0;0.5;4;1;25;1;1;0.5;"""4/4""";73
48.5;0.5;4;1;25;2;1;0.5;"""4/4""";71
49.0;0.2292;4;2;25;3;1;0.5;"""4/4""";68
49.25;0.5;4;2;25;3;2;0.5;"""4/4""";73
49.75;2.0833;4;2;25;4;2;0.5;"""4/4""";71
68.0;0.1667;4;2;35;1;1;0.5;"""4/4""";76
68.25;0.7083;4;2;35;1;2;0.5;"""4/4""";76
69.0;1.0;4;1;35;3;1;0.5;"""4/4""";80
70.0;0.4792;4;1;36;1;1;0.5;"""4/4""";78
