onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch
16.1839;0.3289;4;1;11;2;1;0.394728341431;"""4/4""";59
16.5787;0.3125;4;1;11;3;1;0.394728341431;"""4/4""";62
16.9734;0.2796;4;1;11;4;1;0.394728341431;"""4/4""";59
17.3681;0.3289;4;1;12;1;1;0.394728341431;"""4/4""";64
17.7629;0.0658;4;2;12;2;1;0.394728341431;"""4/4""";59
17.9931;0.5592;4;2;12;2;2;0.394728341431;"""4/4""";62
18.5523;0.2138;4;2;12;4;1;0.394728341431;"""4/4""";64
18.7826;2.2039;4;2;12;4;2;0.394728341431;"""4/4""";59
22.7299;0.0987;4;2;15;2;2;0.394728341431;"""4/4""";55
22.8943;0.296;4;1;15;3;1;0.394728341431;"""4/4""";59
23.2891;0.3454;4;1;15;4;1;0.394728341431;"""4/4""";60
23.6838;0.3783;4;1;16;1;1;0.394728341431;"""4/4""";59
24.0785;0.3947;4;1;16;2;1;0.394728341431;"""4/4""";57
24.4733;0.3783;4;1;16;3;1;0.394728341431;"""4/4""";55
24.868;0.1974;4;2;16;4;1;0.394728341431;"""4/4""";57
25.0982;0.5263;4;2;16;4;2;0.394728341431;"""4/4""";52
25.6575;0.0658;4;2;17;2;1;0.394728341431;"""4/4""";59
25.8877;1.4144;4;2;17;2;2;0.394728341431;"""4/4""";59
28.8153;0.3125;4;1;19;2;1;0.394728341431;"""4/4""";59
29.21;0.3783;4;1;19;3;1;0.394728341431;"""4/4""";62
29.6047;0.0822;4;2;19;4;1;0.394728341431;"""4/4""";59
29.835;0.5263;4;2;19;4;2;0.394728341431;"""4/4""";64
30.3942;0.3125;4;1;20;2;1;0.394728341431;"""4/4""";59
30.7889;0.3947;4;1;20;3;1;0.394728341431;"""4/4""";62
31.1837;0.1809;4;2;20;4;1;0.394728341431;"""4/4""";64
31.4139;2.5493;4;2;20;4;2;0.394728341431;"""4/4""";59
35.131;0.3618;4;1;23;2;1;0.394728341431;"""4/4""";55
35.5257;0.3454;4;1;23;3;1;0.394728341431;"""4/4""";59
35.9204;0.3783;4;1;23;4;1;0.394728341431;"""4/4""";60
36.3152;0.3783;4;1;24;1;1;0.394728341431;"""4/4""";59
36.7099;0.1809;4;2;24;2;1;0.394728341431;"""4/4""";57
36.9401;0.5592;4;2;24;2;2;0.394728341431;"""4/4""";55
37.4994;0.1809;4;2;24;4;1;0.394728341431;"""4/4""";57
37.7296;2.4671;4;2;24;4;2;0.394728341431;"""4/4""";55
41.4467;0.3125;4;1;27;2;1;0.394728341431;"""4/4""";55
41.8414;0.3125;4;1;27;3;1;0.394728341431;"""4/4""";59
42.2361;0.3783;4;1;27;4;1;0.394728341431;"""4/4""";60
42.6308;0.3947;4;1;28;1;1;0.394728341431;"""4/4""";59
43.0256;0.1645;4;2;28;2;1;0.394728341431;"""4/4""";57
