onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch
16.3636;0.3409;4;2;7;1;1;0.681819568681;"""4/4""";55
16.7045;0.0852;4;2;7;1;2;0.681819568681;"""4/4""";58
17.0454;0.3409;4;2;7;2;1;0.681819568681;"""4/4""";58
17.3864;0.0852;4;2;7;2;2;0.681819568681;"""4/4""";55
17.7273;0.6818;4;1;7;3;1;0.681819568681;"""4/4""";58
18.4091;0.2841;4;2;7;4;1;0.681819568681;"""4/4""";55
18.75;0.5966;4;2;7;4;2;0.681819568681;"""4/4""";60
21.8182;0.3125;4;2;9;1;1;0.681819568681;"""4/4""";55
22.1591;0.0852;4;2;9;1;2;0.681819568681;"""4/4""";58
22.5;0.3409;4;2;9;2;1;0.681819568681;"""4/4""";58
22.8409;0.0568;4;2;9;2;2;0.681819568681;"""4/4""";55
23.1818;0.6818;4;1;9;3;1;0.681819568681;"""4/4""";58
23.8636;0.0568;4;2;9;4;1;0.681819568681;"""4/4""";55
24.2045;0.6818;4;2;9;4;2;0.681819568681;"""4/4""";60
27.2727;0.3409;4;2;11;1;1;0.681819568681;"""4/4""";58
27.6136;0.0852;4;2;11;1;2;0.681819568681;"""4/4""";56
27.9545;0.3409;4;2;11;2;1;0.681819568681;"""4/4""";58
28.2954;0.0852;4;2;11;2;2;0.681819568681;"""4/4""";56
28.6364;0.3409;4;2;11;3;1;0.681819568681;"""4/4""";58
28.9773;0.3125;4;2;11;3;2;0.681819568681;"""4/4""";56
29.3182;0.3409;4;2;11;4;1;0.681819568681;"""4/4""";55
29.6591;1.4773;4;2;11;4;2;0.681819568681;"""4/4""";53
31.7045;0.0852;4;2;12;3;2;0.681819568681;"""4/4""";58
32.0454;0.1705;4;4;12;4;1;0.681819568681;"""4/4""";60
32.2159;0.0852;4;4;12;4;2;0.681819568681;"""4/4""";58
32.3864;0.142;4;4;12;4;3;0.681819568681;"""4/4""";60
32.5568;0.1705;4;4;12;4;4;0.681819568681;"""4/4""";58
32.7273;4.0341;4;1;13;1;1;0.681819568681;"""4/4""";63
38.1818;0.3125;4;2;15;1;1;0.681819568681;"""4/4""";55
38.5227;0.0852;4;2;15;1;2;0.681819568681;"""4/4""";58
38.8636;0.3409;4;2;15;2;1;0.681819568681;"""4/4""";58
39.2045;0.0852;4;2;15;2;2;0.681819568681;"""4/4""";55
39.5454;0.6818;4;1;15;3;1;0.681819568681;"""4/4""";58
40.2273;0.0852;4;2;15;4;1;0.681819568681;"""4/4""";55
40.5682;0.8807;4;2;15;4;2;0.681819568681;"""4/4""";60
43.2954;0.3409;4;2;16;4;2;0.681819568681;"""4/4""";53
43.6364;0.3409;4;2;17;1;1;0.681819568681;"""4/4""";55
43.9773;0.0852;4;2;17;1;2;0.681819568681;"""4/4""";58
44.3182;0.3409;4;2;17;2;1;0.681819568681;"""4/4""";58
44.6591;0.0852;4;2;17;2;2;0.681819568681;"""4/4""";55
45.0;0.6818;4;1;17;3;1;0.681819568681;"""4/4""";58
45.6818;0.0568;4;2;17;4;1;0.681819568681;"""4/4""";55
46.0227;1.0511;4;2;17;4;2;0.681819568681;"""4/4""";60
49.0909;0.3409;4;2;19;1;1;0.681819568681;"""4/4""";58
49.4318;0.0852;4;2;19;1;2;0.681819568681;"""4/4""";56
49.7727;0.3409;4;2;19;2;1;0.681819568681;"""4/4""";58
50.1136;0.0852;4;2;19;2;2;0.681819568681;"""4/4""";56
50.4545;0.3409;4;2;19;3;1;0.681819568681;"""4/4""";58
50.7954;0.0852;4;2;19;3;2;0.681819568681;"""4/4""";56
51.1364;0.0568;4;2;19;4;1;0.681819568681;"""4/4""";55
51.4773;1.6761;4;2;19;4;2;0.681819568681;"""4/4""";53
53.5227;0.1705;4;2;20;3;2;0.681819568681;"""4/4""";58
53.8636;0.1705;4;4;20;4;1;0.681819568681;"""4/4""";60
54.0341;0.142;4;4;20;4;2;0.681819568681;"""4/4""";58
54.2045;0.1705;4;4;20;4;3;0.681819568681;"""4/4""";60
54.375;0.142;4;4;20;4;4;0.681819568681;"""4/4""";58
54.5454;2.3864;4;1;21;1;1;0.681819568681;"""4/4""";63
56.9318;0.1705;4;4;21;4;3;0.681819568681;"""4/4""";60
57.1023;0.1705;4;4;21;4;4;0.681819568681;"""4/4""";58
57.2727;1.9034;4;1;22;1;1;0.681819568681;"""4/4""";63
