onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch
19.0476;0.754;4;1;11;1;1;0.476187895727;"""4/4""";62
20.0;0.3571;4;1;11;3;1;0.476187895727;"""4/4""";62
20.4762;0.1984;4;3;11;4;1;0.476187895727;"""4/4""";65
20.7936;0.6349;4;3;11;4;3;0.476187895727;"""4/4""";67
22.3809;0.3968;4;1;12;4;1;0.476187895727;"""4/4""";65
22.8571;0.7936;4;1;13;1;1;0.476187895727;"""4/4""";62
23.8095;0.3373;4;1;13;3;1;0.476187895727;"""4/4""";62
24.2857;0.1984;4;3;13;4;1;0.476187895727;"""4/4""";65
24.6032;0.5952;4;3;13;4;3;0.476187895727;"""4/4""";67
26.1905;0.3968;4;1;14;4;1;0.476187895727;"""4/4""";65
26.6666;0.7936;4;1;15;1;1;0.476187895727;"""4/4""";62
27.619;0.2976;4;1;15;3;1;0.476187895727;"""4/4""";62
28.0952;0.1587;4;3;15;4;1;0.476187895727;"""4/4""";65
28.4127;0.9524;4;3;15;4;3;0.476187895727;"""4/4""";67
30.0;0.2976;4;1;16;4;1;0.476187895727;"""4/4""";65
30.4762;0.8333;4;1;17;1;1;0.476187895727;"""4/4""";67
31.3492;0.0794;4;6;17;2;6;0.476187895727;"""4/4""";67
31.4285;0.377;4;1;17;3;1;0.476187895727;"""4/4""";65
31.9047;0.3968;4;1;17;4;1;0.476187895727;"""4/4""";64
32.3809;1.9246;4;1;18;1;1;0.476187895727;"""4/4""";67
35.2381;0.2976;4;1;19;3;1;0.476187895727;"""4/4""";55
35.7143;0.2976;4;1;19;4;1;0.476187895727;"""4/4""";55
36.1904;0.2976;4;3;20;1;1;0.476187895727;"""4/4""";58
36.5079;1.2897;4;3;20;1;3;0.476187895727;"""4/4""";55
38.4127;0.2778;4;3;21;1;3;0.476187895727;"""4/4""";62
38.8888;0.7936;4;3;21;2;3;0.476187895727;"""4/4""";60
39.9206;0.0794;4;6;21;4;6;0.476187895727;"""4/4""";60
40.0;0.377;4;6;22;1;1;0.476187895727;"""4/4""";58
40.3968;0.1786;4;6;22;1;6;0.476187895727;"""4/4""";55
40.9523;2.3214;4;1;22;3;1;0.476187895727;"""4/4""";55
43.8095;0.754;4;1;24;1;1;0.476187895727;"""4/4""";62
44.7619;0.3571;4;1;24;3;1;0.476187895727;"""4/4""";62
45.2381;0.1984;4;3;24;4;1;0.476187895727;"""4/4""";65
45.5555;0.6349;4;3;24;4;3;0.476187895727;"""4/4""";67
47.1428;0.3968;4;1;25;4;1;0.476187895727;"""4/4""";65
47.619;0.7936;4;1;26;1;1;0.476187895727;"""4/4""";62
48.5714;0.3373;4;1;26;3;1;0.476187895727;"""4/4""";62
49.0476;0.1984;4;3;26;4;1;0.476187895727;"""4/4""";65
49.365;0.5952;4;3;26;4;3;0.476187895727;"""4/4""";67
50.9523;0.3968;4;1;27;4;1;0.476187895727;"""4/4""";65
51.4285;0.7936;4;1;28;1;1;0.476187895727;"""4/4""";62
52.3809;0.2976;4;1;28;3;1;0.476187895727;"""4/4""";62
52.8571;0.1587;4;3;28;4;1;0.476187895727;"""4/4""";65
53.1746;0.9524;4;3;28;4;3;0.476187895727;"""4/4""";67
54.7619;0.2976;4;1;29;4;1;0.476187895727;"""4/4""";65
55.238;0.8333;4;1;30;1;1;0.476187895727;"""4/4""";67
