onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin;chorus_id;chord;form;idea
12.7709750567;0.145124716553;4;2;3;1;2;0.620408163265;"""4/4""";67;1;1;1;Csus;A1;lick
13.1018594104;0.551473922902;4;1;3;2;1;0.62410430839;"""4/4""";72;1;0;1;Csus;A1;lick
13.6881632653;0.888163265306;4;1;3;3;1;0.608548752834;"""4/4""";70;1;0;1;Csus;A1;lick
17.8271201814;0.0986848072562;4;4;5;1;4;0.590952380952;"""4/4""";76;2;1;1;Csus;A1;#+lick
18.0477097506;0.493424036281;4;1;5;2;1;0.594671201814;"""4/4""";78;2;0;1;Csus;A1;#+lick
18.5411337868;1.03328798186;4;1;5;3;1;0.626825396825;"""4/4""";75;2;0;1;Bsus;A1;#+lick
22.5102040816;0.0989795918367;4;4;7;1;3;0.591405895692;"""4/4""";66;3;1;1;Csus;A1;line_w
22.6162358277;0.16253968254;4;4;7;1;4;0.591405895692;"""4/4""";70;3;0;1;Csus;A1;line_w
22.7845804989;0.127709750567;4;4;7;2;1;0.61052154195;"""4/4""";68;3;0;1;Csus;A1;line_w
22.9645351474;0.116099773243;4;4;7;2;2;0.61052154195;"""4/4""";70;3;0;1;Csus;A1;line_w
23.092244898;0.156734693878;4;4;7;2;3;0.61052154195;"""4/4""";71;3;0;1;Csus;A1;line_w
23.2721995465;0.127709750567;4;4;7;2;4;0.61052154195;"""4/4""";73;3;0;1;Csus;A1;line_w
23.3999092971;0.139319727891;4;4;7;3;1;0.610204081633;"""4/4""";75;3;0;1;Bsus;A1;line_w
23.5450340136;0.145124716553;4;4;7;3;2;0.610204081633;"""4/4""";76;3;0;1;Bsus;A1;line_w
23.7017687075;0.139319727891;4;4;7;3;3;0.610204081633;"""4/4""";77;3;0;1;Bsus;A1;line_w
23.846893424;0.133514739229;4;4;7;3;4;0.610204081633;"""4/4""";78;3;0;1;Bsus;A1;line_w
23.9920181406;0.168344671202;4;3;7;4;1;0.61462585034;"""4/4""";77;3;0;1;Bsus;A1;line_w
24.1777777778;0.133514739229;4;3;7;4;2;0.61462585034;"""4/4""";76;3;0;1;Bsus;A1;line_w
24.3229024943;0.168344671202;4;3;7;4;3;0.61462585034;"""4/4""";75;3;0;1;Bsus;A1;line_w
24.5957369615;0.528253968254;4;1;8;1;1;0.602970521542;"""4/4""";72;3;0;1;Bbsus;A1;lick
25.1820408163;0.336689342404;4;2;8;2;1;0.604829931973;"""4/4""";66;3;0;1;Bbsus;A1;lick
25.5245351474;0.539863945578;4;2;8;2;2;0.604829931973;"""4/4""";64;3;0;1;Bbsus;A1;lick
26.1166439909;1.12616780045;4;2;8;3;2;0.606258503401;"""4/4""";63;3;0;1;Bsus;A1;lick
31.6429931973;0.121904761905;4;4;10;4;4;0.620272108844;"""4/4""";67;4;1;1;Bsus;A1;lick
31.8229478458;0.365714285714;4;3;11;1;1;0.620136054422;"""4/4""";72;4;0;1;Csus;A1;lick
32.2176870748;0.574693877551;4;3;11;1;3;0.620136054422;"""4/4""";75;4;0;1;Csus;A1;lick
32.9551020408;0.104489795918;4;1;11;3;1;0.590294784581;"""4/4""";84;4;0;1;Csus;A1;lick
34.7718820862;0.301859410431;4;3;12;2;1;0.580975056689;"""4/4""";72;5;1;1;Bbsus;A1;##lick
35.1317913832;0.313469387755;4;3;12;2;3;0.580975056689;"""4/4""";69;5;0;1;Bbsus;A1;##lick
