onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin;chorus_id;chord;form;idea
27.5102040816;0.208979591837;4;2;12;3;2;0.500929705215;"""4/4""";79;5;0;1;G7;A1;lick
27.7648979592;0.231836734694;4;1;12;4;1;0.493015873016;"""4/4""";79;5;0;1;G7;A1;lick
28.2734693878;0.408163265306;4;1;13;1;1;0.512426303855;"""4/4""";76;5;0;2;C7;A1;lick
28.8163265306;0.274285714286;4;4;13;2;2;0.501723356009;"""4/4""";72;5;0;2;C7;A1;lick
29.1167346939;0.509387755102;4;4;13;2;4;0.501723356009;"""4/4""";67;5;0;2;C7;A1;lick
31.3208163265;0.215510204082;4;6;14;3;2;0.491541950113;"""4/4""";69;6;1;2;F7;A1;lick
31.5469387755;0.10612244898;4;6;14;3;5;0.491541950113;"""4/4""";70;6;0;2;F7;A1;lick
31.6530612245;0.0979591836735;4;6;14;3;6;0.491541950113;"""4/4""";68;6;0;2;F7;A1;lick
31.7681632653;0.238367346939;4;2;14;4;1;0.501678004535;"""4/4""";69;6;0;2;F7;A1;lick
32.0195918367;0.241632653061;4;2;14;4;2;0.501678004535;"""4/4""";68;6;0;2;F7;A1;lick
32.293877551;0.225306122449;4;1;15;1;1;0.491927437642;"""4/4""";69;6;0;2;C7;A1;lick
32.7608163265;0.352653061224;4;3;15;2;1;0.512925170068;"""4/4""";77;6;0;2;C7;A1;lick
33.1232653061;0.470204081633;4;3;15;2;3;0.512925170068;"""4/4""";76;6;0;2;C7;A1;lick
33.7567346939;0.29387755102;4;3;15;4;1;0.47589569161;"""4/4""";72;6;0;2;C7;A1;lick
34.0767346939;0.45387755102;4;3;15;4;3;0.47589569161;"""4/4""";70;6;0;2;C7;A1;lick
35.2816326531;0.241632653061;4;2;16;3;1;0.471111111111;"""4/4""";81;7;1;2;C7;A1;lick
35.5265306122;0.218775510204;4;2;16;3;2;0.471111111111;"""4/4""";79;7;0;2;C7;A1;lick
35.7648979592;0.215510204082;4;2;16;4;1;0.505238095238;"""4/4""";76;7;0;2;C7;A1;lick
36.0065306122;0.228571428571;4;2;16;4;2;0.505238095238;"""4/4""";72;7;0;2;C7;A1;lick
36.8032653061;0.238367346939;4;4;17;2;2;0.485034013605;"""4/4""";65;8;1;2;F7;A1;lick
37.067755102;0.205714285714;4;4;17;2;4;0.485034013605;"""4/4""";67;8;0;2;F7;A1;lick
37.2930612245;0.241632653061;4;4;17;3;2;0.514399092971;"""4/4""";65;8;0;2;F7;A1;lick
37.5444897959;0.208979591837;4;4;17;3;4;0.514399092971;"""4/4""";67;8;0;2;F7;A1;lick
37.7673469388;0.210204081633;4;1;17;4;1;0.490861678005;"""4/4""";65;8;0;2;F7;A1;lick
38.3085714286;0.424489795918;4;2;18;1;2;0.521133786848;"""4/4""";72;8;0;2;F7;A1;lick
38.7559183673;0.251428571429;4;4;18;2;2;0.487619047619;"""4/4""";67;8;0;2;F7;A1;lick
