onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin;chorus_id;chord;form
33.652173913;0.260869565217;4;1;33;2;1;0.260869565217;"""4/4""";76;1;1;1;Bb;I1
33.9130434783;0.260869565217;4;1;33;3;1;0.260869565217;"""4/4""";77;1;0;1;Bb;I1
34.1739130435;0.260869565217;4;1;33;4;1;0.260869565217;"""4/4""";73;1;0;1;Bb;I1
34.4347826087;0.260869565217;4;1;34;1;1;0.260869565217;"""4/4""";74;1;0;1;C-;I1
34.6956521739;0.130434782609;4;2;34;2;1;0.260869565217;"""4/4""";69;1;0;1;C-;I1
34.8260869565;0.130434782609;4;2;34;2;2;0.260869565217;"""4/4""";70;1;0;1;C-;I1
35.0869565217;0.130434782609;4;2;34;3;2;0.260869565217;"""4/4""";74;1;0;1;F7;I1
35.2173913043;0.130434782609;4;2;34;4;1;0.260869565217;"""4/4""";70;1;0;1;F7;I1
35.347826087;0.130434782609;4;2;34;4;2;0.260869565217;"""4/4""";65;1;0;1;F7;I1
35.4782608696;0.130434782609;4;2;35;1;1;0.260869565217;"""4/4""";67;1;0;1;Bb;I1
35.6086956522;0.130434782609;4;2;35;1;2;0.260869565217;"""4/4""";69;1;0;1;Bb;I1
35.7391304348;0.130434782609;4;2;35;2;1;0.260869565217;"""4/4""";72;1;0;1;Bb;I1
35.8695652174;0.130434782609;4;2;35;2;2;0.260869565217;"""4/4""";69;1;0;1;Bb;I1
36.0;0.130434782609;4;2;35;3;1;0.260869565217;"""4/4""";71;1;0;1;Db-;I1
36.1304347826;0.130434782609;4;2;35;3;2;0.260869565217;"""4/4""";68;1;0;1;Db-;I1
36.2608695652;0.130434782609;4;2;35;4;1;0.260869565217;"""4/4""";64;1;0;1;Db-;I1
36.3913043478;0.130434782609;4;2;35;4;2;0.260869565217;"""4/4""";61;1;0;1;Db-;I1
36.5217391304;0.0869565217391;4;3;36;1;1;0.260869565217;"""4/4""";70;1;0;1;C-;I1
36.6086956522;0.0869565217391;4;3;36;1;2;0.260869565217;"""4/4""";72;1;0;1;C-;I1
36.6956521739;0.0869565217391;4;3;36;1;3;0.260869565217;"""4/4""";70;1;0;1;C-;I1
36.7826086957;0.130434782609;4;2;36;2;1;0.260869565217;"""4/4""";69;1;0;1;C-;I1
36.9130434783;0.130434782609;4;2;36;2;2;0.260869565217;"""4/4""";67;1;0;1;C-;I1
37.0434782609;0.130434782609;4;2;36;3;1;0.260869565217;"""4/4""";65;1;0;1;F7;I1
37.1739130435;0.130434782609;4;2;36;3;2;0.260869565217;"""4/4""";63;1;0;1;F7;I1
37.3043478261;0.130434782609;4;2;36;4;1;0.260869565217;"""4/4""";62;1;0;1;F7;I1
37.4347826087;0.130434782609;4;2;36;4;2;0.260869565217;"""4/4""";60;1;0;1;F7;I1
37.5652173913;0.130434782609;4;2;37;1;1;0.260869565217;"""4/4""";58;1;0;1;F-;I1
37.6956521739;0.130434782609;4;2;37;1;2;0.260869565217;"""4/4""";56;1;0;1;F-;I1
37.8260869565;0.130434782609;4;2;37;2;1;0.260869565217;"""4/4""";55;1;0;1;F-;I1
37.9565217391;0.130434782609;4;2;37;2;2;0.260869565217;"""4/4""";58;1;0;1;F-;I1
38.0869565217;0.130434782609;4;2;37;3;1;0.260869565217;"""4/4""";70;1;0;1;Bb7;I1
38.2173913043;0.130434782609;4;2;37;3;2;0.260869565217;"""4/4""";68;1;0;1;Bb7;I1
38.347826087;0.130434782609;4;2;37;4;1;0.260869565217;"""4/4""";67;1;0;1;Bb7;I1
38.4782608696;0.130434782609;4;2;37;4;2;0.260869565217;"""4/4""";65;1;0;1;Bb7;I1
38.6086956522;0.130434782609;4;2;38;1;1;0.260869565217;"""4/4""";63;1;0;1;Eb;I1
38.7391304348;0.130434782609;4;2;38;1;2;0.260869565217;"""4/4""";57;1;0;1;Eb;I1
38.8695652174;0.130434782609;4;2;38;2;1;0.260869565217;"""4/4""";58;1;0;1;Eb;I1
39.0;0.130434782609;4;2;38;2;2;0.260869565217;"""4/4""";60;1;0;1;Eb;I1
39.1304347826;0.130434782609;4;2;38;3;1;0.260869565217;"""4/4""";61;1;0;1;Eo7;I1
