onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin;chorus_id;chord;form
35.8695652174;0.130434782609;4;2;35;2;2;0.260869565217;"""4/4""";64;1;1;1;C;I1
36.0;0.130434782609;4;2;35;3;1;0.260869565217;"""4/4""";67;1;0;1;C;I1
36.1304347826;0.130434782609;4;2;35;3;2;0.260869565217;"""4/4""";65;1;0;1;C;I1
36.2608695652;0.130434782609;4;2;35;4;1;0.260869565217;"""4/4""";64;1;0;1;C;I1
36.3913043478;0.130434782609;4;2;35;4;2;0.260869565217;"""4/4""";60;1;0;1;C;I1
36.5217391304;0.130434782609;4;2;36;1;1;0.260869565217;"""4/4""";62;1;0;1;D-;A1
36.652173913;0.130434782609;4;2;36;1;2;0.260869565217;"""4/4""";60;1;0;1;D-;A1
36.7826086957;0.0869565217391;4;3;36;2;1;0.260869565217;"""4/4""";59;1;0;1;D-;A1
36.8695652174;0.0869565217391;4;3;36;2;2;0.260869565217;"""4/4""";62;1;0;1;D-;A1
36.9565217391;0.0869565217391;4;3;36;2;3;0.260869565217;"""4/4""";65;1;0;1;D-;A1
37.0434782609;0.0869565217391;4;3;36;3;1;0.260869565217;"""4/4""";68;1;0;1;G7;A1
37.1304347826;0.0869565217391;4;3;36;3;2;0.260869565217;"""4/4""";70;1;0;1;G7;A1
37.2173913043;0.0869565217391;4;3;36;3;3;0.260869565217;"""4/4""";68;1;0;1;G7;A1
37.3043478261;0.130434782609;4;2;36;4;1;0.260869565217;"""4/4""";67;1;0;1;G7;A1
37.4347826087;0.130434782609;4;2;36;4;2;0.260869565217;"""4/4""";65;1;0;1;G7;A1
37.5652173913;0.0652173913043;4;4;37;1;1;0.260869565217;"""4/4""";64;1;0;1;E-;A1
37.6304347826;0.0652173913043;4;4;37;1;2;0.260869565217;"""4/4""";67;1;0;1;E-;A1
37.6956521739;0.0652173913043;4;4;37;1;3;0.260869565217;"""4/4""";71;1;0;1;E-;A1
37.7608695652;0.0652173913043;4;4;37;1;4;0.260869565217;"""4/4""";74;1;0;1;E-;A1
37.8260869565;0.260869565217;4;1;37;2;1;0.260869565217;"""4/4""";69;1;0;1;E-;A1
39.0;0.130434782609;4;2;38;2;2;0.260869565217;"""4/4""";70;2;1;1;D-;A1
39.1739130435;0.0434782608696;4;6;38;3;2;0.260869565217;"""4/4""";72;2;0;1;G7;A1
39.2173913043;0.0434782608696;4;6;38;3;3;0.260869565217;"""4/4""";70;2;0;1;G7;A1
39.2608695652;0.130434782609;4;6;38;3;4;0.260869565217;"""4/4""";68;2;0;1;G7;A1
39.3913043478;0.130434782609;4;2;38;4;1;0.260869565217;"""4/4""";67;2;0;1;G7;A1
39.5217391304;0.130434782609;4;2;38;4;2;0.260869565217;"""4/4""";65;2;0;1;G7;A1
39.652173913;0.130434782609;4;2;39;1;1;0.260869565217;"""4/4""";64;2;0;1;C7;A1
39.7826086957;0.130434782609;4;2;39;1;2;0.260869565217;"""4/4""";60;2;0;1;C7;A1
39.9130434783;0.130434782609;4;2;39;2;1;0.260869565217;"""4/4""";61;2;0;1;C7;A1
40.0434782609;0.130434782609;4;2;39;2;2;0.260869565217;"""4/4""";62;2;0;1;C7;A1
40.1739130435;0.130434782609;4;2;39;3;1;0.260869565217;"""4/4""";58;2;0;1;C7;A1
40.3043478261;0.130434782609;4;2;39;3;2;0.260869565217;"""4/4""";56;2;0;1;C7;A1
40.4347826087;0.0869565217391;4;3;39;4;1;0.260869565217;"""4/4""";57;2;0;1;C7;A1
40.5217391304;0.0869565217391;4;3;39;4;2;0.260869565217;"""4/4""";61;2;0;1;C7;A1
40.6086956522;0.0869565217391;4;3;39;4;3;0.260869565217;"""4/4""";64;2;0;1;C7;A1
40.6956521739;0.130434782609;4;2;40;1;1;0.260869565217;"""4/4""";67;2;0;1;F;A1
40.8260869565;0.130434782609;4;2;40;1;2;0.260869565217;"""4/4""";65;2;0;1;F;A1
40.9565217391;0.130434782609;4;2;40;2;1;0.260869565217;"""4/4""";60;2;0;1;F;A1
41.0869565217;0.130434782609;4;2;40;2;2;0.260869565217;"""4/4""";57;2;0;1;F;A1
41.2173913043;0.130434782609;4;2;40;3;1;0.260869565217;"""4/4""";56;2;0;1;Bb7;A1
41.347826087;0.130434782609;4;2;40;3;2;0.260869565217;"""4/4""";65;2;0;1;Bb7;A1
41.4782608696;0.130434782609;4;2;40;4;1;0.260869565217;"""4/4""";62;2;0;1;Bb7;A1
41.6086956522;0.130434782609;4;2;40;4;2;0.260869565217;"""4/4""";63;2;0;1;Bb7;A1
41.7391304348;0.130434782609;4;2;41;1;1;0.260869565217;"""4/4""";64;2;0;1;E-;A1
41.8695652174;0.130434782609;4;2;41;1;2;0.260869565217;"""4/4""";55;2;0;1;E-;A1
42.0;0.130434782609;4;2;41;2;1;0.260869565217;"""4/4""";57;2;0;1;E-;A1
42.1304347826;0.130434782609;4;2;41;2;2;0.260869565217;"""4/4""";59;2;0;1;E-;A1
42.2608695652;0.130434782609;4;2;41;3;1;0.260869565217;"""4/4""";62;2;0;1;A7;A1
42.3913043478;0.130434782609;4;2;41;3;2;0.260869565217;"""4/4""";60;2;0;1;A7;A1
43.5652173913;0.130434782609;4;2;42;4;1;0.260869565217;"""4/4""";67;3;1;1;G7;A1
43.6956521739;0.130434782609;4;2;42;4;2;0.260869565217;"""4/4""";69;3;0;1;G7;A1
43.8260869565;0.130434782609;4;2;43;1;1;0.260869565217;"""4/4""";72;3;0;1;C;A1
43.9565217391;0.130434782609;4;2;43;1;2;0.260869565217;"""4/4""";75;3;0;1;C;A1
44.0869565217;0.130434782609;4;2;43;2;1;0.260869565217;"""4/4""";74;3;0;1;C;A1
44.2173913043;0.130434782609;4;2;43;2;2;0.260869565217;"""4/4""";72;3;0;1;C;A1
44.4782608696;0.130434782609;4;2;43;3;2;0.260869565217;"""4/4""";70;3;0;1;C;A1
44.652173913;0.0434782608696;4;6;43;4;2;0.260869565217;"""4/4""";72;3;0;1;C;A1
44.6956521739;0.0434782608696;4;6;43;4;3;0.260869565217;"""4/4""";70;3;0;1;C;A1
44.7391304348;0.130434782609;4;6;43;4;4;0.260869565217;"""4/4""";69;3;0;1;C;A1
44.8695652174;0.130434782609;4;2;44;1;1;0.260869565217;"""4/4""";68;3;0;1;D-;A1
45.0;0.130434782609;4;2;44;1;2;0.260869565217;"""4/4""";65;3;0;1;D-;A1
45.1304347826;0.130434782609;4;2;44;2;1;0.260869565217;"""4/4""";63;3;0;1;D-;A1
